experiment,path_family,session_id,trial,pair_id,raw_file,state_label,path_label,target_label,target_F_N,d_target_mm,d_preload_mm,preload_extra_mm,preload_hold_s,recovery_s,F_N,d_mm,Bx_uT,By_uT,Bz_uT,Bmag_uT,delta_Bx_from_B0_uT,delta_By_from_B0_uT,delta_Bz_from_B0_uT,summary_window_s,state_n_samples,state_duration_s,pair_delta_F_N,pair_delta_d_mm,pair_delta_Bvec_uT,pair_verdict,source_kind,source_state_csv,cycle_index,state_index,branch,path_mode,phase
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,11.4721,3.61,-634.655,1533.751,10007.184,10143.9168,-238.8917,-341.4843,6944.0949,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,9.4434,3.48,-625.04,1519.928,9755.504,9893.2566,-229.2767,-355.3073,6692.4149,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,8.4892,3.4,-619.63,1510.312,9602.56,9739.9208,-223.8667,-364.9233,6539.4709,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,7.1543,3.28,-611.216,1488.075,9314.095,9452.1296,-215.4527,-387.1603,6251.0059,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,6.4563,3.2,-607.009,1480.262,9145.664,9284.552,-211.2457,-394.9733,6082.5749,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,5.5182,3.07,-600.999,1495.287,8864.943,9010.3327,-205.2357,-379.9483,5801.8539,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,3,3,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,5.0049,3.0,-596.191,1510.312,8696.512,8847.0209,-200.4277,-364.9233,5633.4229,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,3.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,7.8386,2.99,-583.57,1425.571,8696.512,8831.4157,-187.7509,-450.6961,5620.7108,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,8.8375,3.08,-590.782,1421.965,8910.437,9042.9066,-194.9629,-454.3021,5834.6358,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,9.8043,3.18,-597.393,1428.576,9139.856,9270.5678,-201.5739,-447.6911,6064.0548,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,10.8569,3.28,-604.605,1441.798,9374.111,9503.1762,-208.7859,-434.4691,6298.3098,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,11.9916,3.38,-613.019,1458.025,9602.56,9731.6768,-217.1999,-418.2421,6526.7588,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,13.2444,3.49,-622.635,1480.262,9828.106,9958.1466,-226.8159,-396.0051,6752.3048,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,14.6249,3.58,-632.852,1502.499,10051.712,10182.9442,-237.0329,-373.7681,6975.9108,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,17.5358,3.78,-655.69,1554.787,10481.504,10616.4345,-259.8709,-321.4801,7405.7028,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,12.6158,3.6,-643.67,1562.599,10224.986,10363.6947,-247.8509,-313.6681,7149.1848,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,10.3728,3.49,-635.256,1547.574,9982.016,10121.0242,-239.4369,-328.6931,6906.2148,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,9.2944,3.4,-629.247,1539.16,9828.106,9967.9865,-233.4279,-337.1071,6752.3048,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,7.8564,3.26,-620.832,1512.115,9553.194,9692.0688,-225.0129,-364.1521,6477.3928,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,7.1032,3.2,-615.423,1500.095,9382.826,9522.4408,-219.6039,-376.1721,6307.0248,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,6.4316,3.12,-611.216,1491.08,9212.453,9352.5631,-215.3969,-385.1871,6136.6518,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,4,4,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,5.5095,3.01,-603.403,1505.504,8929.802,9075.7966,-207.5839,-370.7631,5854.0008,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,4.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,7.7326,2.99,-585.373,1436.389,8693.61,8830.5905,-188.1944,-443.2239,5605.9649,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,8.7325,3.08,-591.383,1433.384,8912.373,9045.8083,-194.2044,-446.2289,5824.7279,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,9.6843,3.18,-599.196,1441.197,9143.728,9276.1467,-202.0174,-438.4159,6056.0829,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,10.7296,3.28,-605.807,1453.217,9377.018,9508.1767,-208.6284,-426.3959,6289.3729,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,11.8701,3.38,-616.024,1467.04,9609.338,9740.1781,-218.8454,-412.5729,6521.6929,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,13.1185,3.49,-625.04,1489.878,9831.008,9963.4885,-227.8614,-389.7349,6743.3629,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,14.4949,3.58,-635.857,1513.918,10057.52,10190.4574,-238.6784,-365.6949,6969.8749,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,17.4278,3.78,-658.094,1561.998,10491.184,10627.5393,-260.9154,-317.6149,7403.5389,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,12.5183,3.6,-646.074,1569.811,10237.567,10377.976,-248.8954,-309.8019,7149.9219,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,10.2883,3.49,-637.66,1554.787,9992.666,10132.2754,-240.4814,-324.8259,6905.0209,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,9.219,3.4,-631.65,1546.372,9837.781,9978.8318,-234.4714,-333.2409,6750.1359,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,7.8031,3.28,-622.635,1519.328,9561.904,9702.3217,-225.4564,-360.2849,6474.2589,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,7.0487,3.2,-617.226,1507.307,9394.437,9534.8294,-220.0474,-372.3059,6306.7919,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,6.3886,3.12,-613.019,1499.494,9226.01,9366.7713,-215.8404,-380.1189,6138.3649,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_092135,5,5,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,5.4713,3.01,-605.807,1513.918,8943.354,9090.1601,-208.6284,-365.6949,5855.7089,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_092135\local_minor_loop_dense_5p1B_state_summary.csv,5.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,8.3009,3.0,-600.398,1470.045,8922.058,9062.6269,-192.2324,-416.3418,5712.0803,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,9.4088,3.09,-608.211,1470.045,9139.856,9277.7564,-200.0454,-416.3418,5929.8783,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,10.5068,3.19,-616.024,1482.666,9370.239,9507.2033,-207.8584,-403.7208,6160.2613,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,11.6704,3.29,-625.04,1500.095,9603.53,9739.8739,-216.8744,-386.2918,6393.5523,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,12.9423,3.4,-635.857,1522.332,9831.008,9968.2015,-227.6914,-364.0548,6621.0303,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,14.3194,3.5,-646.074,1546.973,10054.613,10193.5711,-237.9084,-339.4138,6844.6353,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,15.7993,3.59,-658.094,1567.407,10272.416,10412.0655,-249.9284,-318.9798,7062.4383,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,18.8291,3.79,-682.735,1626.906,10694.469,10838.6834,-274.5694,-259.4808,7484.4913,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,13.5733,3.59,-670.715,1631.714,10451.498,10599.4777,-262.5494,-254.6728,7241.5203,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,11.133,3.48,-659.897,1617.891,10215.306,10363.1147,-251.7314,-268.4958,7005.3283,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,9.9484,3.4,-654.488,1608.275,10060.421,10209.1021,-246.3224,-278.1118,6850.4433,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,8.3976,3.27,-644.271,1578.826,9788.416,9935.5761,-236.1054,-307.5608,6578.4383,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,7.5875,3.19,-638.261,1568.008,9620.954,9769.1518,-230.0954,-318.3788,6410.9763,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,6.432,3.07,-628.044,1546.372,9325.712,9473.5734,-219.8784,-340.0148,6115.7343,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,1,1,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,5.8424,3.0,-623.837,1555.988,9166.96,9319.3654,-215.6714,-330.3988,5956.9823,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,1.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,8.282,3.0,-600.999,1470.646,8932.703,9073.0735,-196.9197,-416.3528,5747.609,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,9.3662,3.09,-609.414,1472.449,9151.472,9289.1441,-205.3347,-414.5498,5966.378,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,2.0,loading,loading_branch,loading_dense
